date,home_team,away_team,home_score,away_score,tournament,city,country,neutral
2002-06-06,France,Uruguay,0,0,FIFA World Cup,Busan,South Korea,TRUE
2002-06-07,Spain,Paraguay,3,1,FIFA World Cup,Jeonju,South Korea,TRUE
2002-06-11,Denmark,France,2,0,FIFA World Cup,Incheon,South Korea,TRUE
2002-06-12,South Africa,Spain,2,3,FIFA World Cup,Daejeon,South Korea,TRUE
2002-06-16,Spain,Republic of Ireland,1,1,FIFA World Cup,Suwon,South Korea,TRUE
2002-06-22,South Korea,Spain,0,0,FIFA World Cup,Gwangju,South Korea,FALSE
2002-08-21,Hungary,Spain,1,1,Friendly,Budapest,Hungary,FALSE
2002-08-21,Tunisia,France,1,1,Friendly,Radès,Tunisia,FALSE
2002-09-07,Cyprus,France,1,2,UEFA Euro qualification,Nicosia,Cyprus,FALSE
2002-09-07,Greece,Spain,0,2,UEFA Euro qualification,Athens,Greece,FALSE
2002-10-12,France,Slovenia,5,0,UEFA Euro qualification,Saint-Denis,France,FALSE
2002-10-12,Spain,Northern Ireland,3,0,UEFA Euro qualification,Albacete,Spain,FALSE
2002-10-16,Malta,France,0,4,UEFA Euro qualification,Attard,Malta,FALSE
2002-10-16,Spain,Paraguay,0,0,Friendly,Logroño,Spain,FALSE
2002-11-20,France,Serbia,3,0,Friendly,Saint-Denis,France,FALSE
2002-11-20,Spain,Bulgaria,1,0,Friendly,Granada,Spain,FALSE
2003-02-12,France,Czech Republic,0,2,Friendly,Saint-Denis,France,FALSE
2003-02-12,Spain,Germany,3,1,Friendly,Palma de Mallorca,Spain,FALSE
2003-03-29,France,Malta,6,0,UEFA Euro qualification,Lens,France,FALSE
2003-03-29,Ukraine,Spain,2,2,UEFA Euro qualification,Kyiv,Ukraine,FALSE
2003-04-02,Israel,France,1,2,UEFA Euro qualification,Palermo,Italy,TRUE
2003-04-02,Spain,Armenia,3,0,UEFA Euro qualification,León,Spain,FALSE
2003-04-30,France,Egypt,5,0,Friendly,Saint-Denis,France,FALSE
2003-04-30,Spain,Ecuador,4,0,Friendly,Madrid,Spain,FALSE
2003-06-07,Spain,Greece,0,1,UEFA Euro qualification,Zaragoza,Spain,FALSE
2003-06-11,Northern Ireland,Spain,0,0,UEFA Euro qualification,Belfast,Northern Ireland,FALSE
2003-06-18,France,Colombia,1,0,Confederations Cup,Lyon,France,FALSE
2003-06-20,France,Japan,2,1,Confederations Cup,Saint-Étienne,France,FALSE
2003-06-22,France,New Zealand,5,0,Confederations Cup,Saint-Denis,France,FALSE
2003-06-26,France,Turkey,3,2,Confederations Cup,Saint-Denis,France,FALSE
2003-06-29,France,Cameroon,1,0,Confederations Cup,Saint-Denis,France,FALSE
2003-08-20,Switzerland,France,0,2,Friendly,Geneva,Switzerland,FALSE
2003-09-06,France,Cyprus,5,0,UEFA Euro qualification,Saint-Denis,France,FALSE
2003-09-06,Portugal,Spain,0,3,Friendly,Guimarães,Portugal,FALSE
2003-09-10,Slovenia,France,0,2,UEFA Euro qualification,Ljubljana,Slovenia,FALSE
2003-09-10,Spain,Ukraine,2,1,UEFA Euro qualification,Elche,Spain,FALSE
2003-10-11,Armenia,Spain,0,4,UEFA Euro qualification,Yerevan,Armenia,FALSE
2003-10-11,France,Israel,3,0,UEFA Euro qualification,Saint-Denis,France,FALSE
2003-11-15,Germany,France,0,3,Friendly,Gelsenkirchen,Germany,FALSE
2003-11-15,Spain,Norway,2,1,UEFA Euro qualification,Valencia,Spain,FALSE
2003-11-19,Norway,Spain,0,3,UEFA Euro qualification,Oslo,Norway,FALSE
2004-02-18,Belgium,France,0,2,Friendly,Brussels,Belgium,FALSE
2004-02-18,Spain,Peru,2,1,Friendly,Barcelona,Spain,FALSE
2004-03-31,Netherlands,France,0,0,Friendly,Rotterdam,Netherlands,FALSE
2004-03-31,Spain,Denmark,2,0,Friendly,Gijón,Spain,FALSE
2004-04-28,Italy,Spain,1,1,Friendly,Genoa,Italy,FALSE
2004-05-20,France,Brazil,0,0,Friendly,Saint-Denis,France,FALSE
2004-05-28,France,Andorra,4,0,Friendly,Montpellier,France,FALSE
2004-06-05,Spain,Andorra,4,0,Friendly,Getafe,Spain,FALSE
2004-06-06,France,Ukraine,1,0,Friendly,Saint-Denis,France,FALSE
2004-06-12,Spain,Russia,1,0,UEFA Euro,Faro,Portugal,TRUE
2004-06-13,France,England,2,1,UEFA Euro,Lisbon,Portugal,TRUE
2004-06-16,Greece,Spain,1,1,UEFA Euro,Porto,Portugal,TRUE
2004-06-17,Croatia,France,2,2,UEFA Euro,Leiria,Portugal,TRUE
2004-06-20,Portugal,Spain,1,0,UEFA Euro,Lisbon,Portugal,FALSE
2004-06-21,Switzerland,France,1,3,UEFA Euro,Coimbra,Portugal,TRUE
2004-06-25,France,Greece,0,1,UEFA Euro,Lisbon,Portugal,TRUE
2004-08-18,France,Bosnia and Herzegovina,1,1,Friendly,Rennes,France,FALSE
2004-08-18,Spain,Venezuela,3,2,Friendly,Las Palmas,Spain,FALSE
2004-09-03,Spain,Scotland,1,1,Friendly,Valencia,Spain,FALSE
2004-09-04,France,Israel,0,0,FIFA World Cup qualification,Saint-Denis,France,FALSE
2004-09-08,Bosnia and Herzegovina,Spain,1,1,FIFA World Cup qualification,Zenica,Bosnia and Herzegovina,FALSE
2004-09-08,Faroe Islands,France,0,2,FIFA World Cup qualification,Tórshavn,Faroe Islands,FALSE
2004-10-09,France,Republic of Ireland,0,0,FIFA World Cup qualification,Saint-Denis,France,FALSE
2004-10-09,Spain,Belgium,2,0,FIFA World Cup qualification,Santander,Spain,FALSE
2004-10-13,Cyprus,France,0,2,FIFA World Cup qualification,Nicosia,Cyprus,FALSE
2004-10-13,Lithuania,Spain,0,0,FIFA World Cup qualification,Vilnius,Lithuania,FALSE
2004-11-17,France,Poland,0,0,Friendly,Saint-Denis,France,FALSE
2004-11-17,Spain,England,1,0,Friendly,Madrid,Spain,FALSE
2005-02-09,France,Sweden,1,1,Friendly,Saint-Denis,France,FALSE
2005-02-09,Spain,San Marino,5,0,FIFA World Cup qualification,Almería,Spain,FALSE
2005-03-26,France,Switzerland,0,0,FIFA World Cup qualification,Saint-Denis,France,FALSE
2005-03-26,Spain,China,3,0,Friendly,Salamanca,Spain,FALSE
2005-03-30,Israel,France,1,1,FIFA World Cup qualification,Ramat Gan,Israel,FALSE
2005-03-30,Serbia,Spain,0,0,FIFA World Cup qualification,Belgrade,Serbia and Montenegro,FALSE
2005-05-31,France,Hungary,2,1,Friendly,Metz,France,FALSE
2005-06-04,Spain,Lithuania,1,0,FIFA World Cup qualification,Valencia,Spain,FALSE
2005-06-08,Spain,Bosnia and Herzegovina,1,1,FIFA World Cup qualification,Valencia,Spain,FALSE
2005-08-17,France,Ivory Coast,3,0,Friendly,Montpellier,France,FALSE
2005-08-17,Spain,Uruguay,2,0,Friendly,Gijón,Spain,FALSE
2005-09-03,France,Faroe Islands,3,0,FIFA World Cup qualification,Lens,France,FALSE
2005-09-03,Spain,Canada,2,1,Friendly,Santander,Spain,FALSE
2005-09-07,Republic of Ireland,France,0,1,FIFA World Cup qualification,Dublin,Republic of Ireland,FALSE
2005-09-07,Spain,Serbia,1,1,FIFA World Cup qualification,Madrid,Spain,FALSE
2005-10-08,Belgium,Spain,0,2,FIFA World Cup qualification,Brussels,Belgium,FALSE
2005-10-08,Switzerland,France,1,1,FIFA World Cup qualification,Bern,Switzerland,FALSE
2005-10-12,France,Cyprus,4,0,FIFA World Cup qualification,Saint-Denis,France,FALSE
2005-10-12,San Marino,Spain,0,6,FIFA World Cup qualification,Serravalle,San Marino,FALSE
2005-11-09,France,Costa Rica,3,2,Friendly,Fort-de-France,Martinique,TRUE
2005-11-12,France,Germany,0,0,Friendly,Saint-Denis,France,FALSE
2005-11-12,Spain,Slovakia,5,1,FIFA World Cup qualification,Madrid,Spain,FALSE
2005-11-16,Slovakia,Spain,1,1,FIFA World Cup qualification,Bratislava,Slovakia,FALSE
2006-03-01,France,Slovakia,1,2,Friendly,Saint-Denis,France,FALSE
2006-03-01,Spain,Ivory Coast,3,2,Friendly,Valladolid,Spain,FALSE
2006-05-27,France,Mexico,1,0,Friendly,Saint-Denis,France,FALSE
2006-05-27,Spain,Russia,0,0,Friendly,Albacete,Spain,FALSE
2006-05-31,France,Denmark,2,0,Friendly,Lens,France,FALSE
2006-06-03,Spain,Egypt,2,0,Friendly,Elche,Spain,FALSE
2006-06-07,France,China,3,1,Friendly,Saint-Étienne,France,FALSE
2006-06-07,Spain,Croatia,2,1,Friendly,Geneva,Switzerland,TRUE
2006-06-13,France,Switzerland,0,0,FIFA World Cup,Stuttgart,Germany,TRUE
2006-06-14,Spain,Ukraine,4,0,FIFA World Cup,Leipzig,Germany,TRUE
2006-06-18,France,South Korea,1,1,FIFA World Cup,Leipzig,Germany,TRUE
2006-06-19,Spain,Tunisia,3,1,FIFA World Cup,Stuttgart,Germany,TRUE
2006-06-23,Saudi Arabia,Spain,0,1,FIFA World Cup,Kaiserslautern,Germany,TRUE
2006-06-23,Togo,France,0,2,FIFA World Cup,Cologne,Germany,TRUE
2006-06-27,Spain,France,1,3,FIFA World Cup,Hanover,Germany,TRUE
2006-07-01,Brazil,France,0,1,FIFA World Cup,Frankfurt,Germany,TRUE
2006-07-05,Portugal,France,0,1,FIFA World Cup,Munich,Germany,TRUE
2006-07-09,Italy,France,1,1,FIFA World Cup,Berlin,Germany,TRUE
2006-08-15,Iceland,Spain,0,0,Friendly,Reykjavík,Iceland,FALSE
2006-08-16,Bosnia and Herzegovina,France,1,2,Friendly,Sarajevo,Bosnia and Herzegovina,FALSE
2006-09-02,Georgia,France,0,3,UEFA Euro qualification,Tbilisi,Georgia,FALSE
2006-09-02,Spain,Liechtenstein,4,0,UEFA Euro qualification,Badajoz,Spain,FALSE
2006-09-06,France,Italy,3,1,UEFA Euro qualification,Saint-Denis,France,FALSE
2006-09-06,Northern Ireland,Spain,3,2,UEFA Euro qualification,Belfast,Northern Ireland,FALSE
2006-10-07,Scotland,France,1,0,UEFA Euro qualification,Glasgow,Scotland,FALSE
2006-10-07,Sweden,Spain,2,0,UEFA Euro qualification,Solna,Sweden,FALSE
2006-10-11,France,Faroe Islands,5,0,UEFA Euro qualification,Montbéliard,France,FALSE
2006-10-11,Spain,Argentina,2,1,Friendly,Murcia,Spain,FALSE
2006-11-15,France,Greece,1,0,Friendly,Saint-Denis,France,FALSE
2006-11-15,Spain,Romania,0,1,Friendly,Cádiz,Spain,FALSE
2007-02-07,England,Spain,0,1,Friendly,Manchester,England,FALSE
2007-02-07,France,Argentina,0,1,Friendly,Saint-Denis,France,FALSE
2007-03-24,Lithuania,France,0,1,UEFA Euro qualification,Kaunas,Lithuania,FALSE
2007-03-24,Spain,Denmark,2,1,UEFA Euro qualification,Madrid,Spain,FALSE
2007-03-28,France,Austria,1,0,Friendly,Saint-Denis,France,FALSE
2007-03-28,Spain,Iceland,1,0,UEFA Euro qualification,Palma de Mallorca,Spain,FALSE
2007-06-02,France,Ukraine,2,0,UEFA Euro qualification,Saint-Denis,France,FALSE
2007-06-02,Latvia,Spain,0,2,UEFA Euro qualification,Riga,Latvia,FALSE
2007-06-06,France,Georgia,1,0,UEFA Euro qualification,Auxerre,France,FALSE
2007-06-06,Liechtenstein,Spain,0,2,UEFA Euro qualification,Vaduz,Liechtenstein,FALSE
2007-08-22,Greece,Spain,2,3,Friendly,Salonica,Greece,FALSE
2007-08-22,Slovakia,France,0,1,Friendly,Trnava,Slovakia,FALSE
2007-09-08,Iceland,Spain,1,1,UEFA Euro qualification,Reykjavík,Iceland,FALSE
2007-09-08,Italy,France,0,0,UEFA Euro qualification,Milan,Italy,FALSE
2007-09-12,France,Scotland,0,1,UEFA Euro qualification,Paris,France,FALSE
2007-09-12,Spain,Latvia,2,0,UEFA Euro qualification,Oviedo,Spain,FALSE
2007-10-13,Denmark,Spain,1,3,UEFA Euro qualification,Aarhus,Denmark,FALSE
2007-10-13,Faroe Islands,France,0,6,UEFA Euro qualification,Tórshavn,Faroe Islands,FALSE
2007-10-17,Finland,Spain,0,0,Friendly,Helsinki,Finland,FALSE
2007-10-17,France,Lithuania,2,0,UEFA Euro qualification,Nantes,France,FALSE
2007-11-16,France,Morocco,2,2,Friendly,Saint-Denis,France,FALSE
2007-11-17,Spain,Sweden,3,0,UEFA Euro qualification,Madrid,Spain,FALSE
2007-11-21,Spain,Northern Ireland,1,0,UEFA Euro qualification,Las Palmas,Spain,FALSE
2007-11-21,Ukraine,France,2,2,UEFA Euro qualification,Kyiv,Ukraine,FALSE
2008-02-06,Spain,France,1,0,Friendly,Málaga,Spain,FALSE
2008-03-26,France,England,1,0,Friendly,Saint-Denis,France,FALSE
2008-03-26,Spain,Italy,1,0,Friendly,Elche,Spain,FALSE
2008-05-27,France,Ecuador,2,0,Friendly,Grenoble,France,FALSE
2008-05-31,France,Paraguay,0,0,Friendly,Toulouse,France,FALSE
2008-05-31,Spain,Peru,2,1,Friendly,Huelva,Spain,FALSE
2008-06-03,France,Colombia,1,0,Friendly,Saint-Denis,France,FALSE
2008-06-04,Spain,United States,1,0,Friendly,Santander,Spain,FALSE
2008-06-09,Romania,France,0,0,UEFA Euro,Zürich,Switzerland,TRUE
2008-06-10,Spain,Russia,4,1,UEFA Euro,Innsbruck,Austria,TRUE
2008-06-13,Netherlands,France,4,1,UEFA Euro,Bern,Switzerland,TRUE
2008-06-14,Sweden,Spain,1,2,UEFA Euro,Innsbruck,Austria,TRUE
2008-06-17,France,Italy,0,2,UEFA Euro,Zürich,Switzerland,TRUE
2008-06-18,Greece,Spain,1,2,UEFA Euro,Salzburg,Austria,TRUE
2008-06-22,Spain,Italy,0,0,UEFA Euro,Vienna,Austria,TRUE
2008-06-26,Russia,Spain,0,3,UEFA Euro,Vienna,Austria,TRUE
2008-06-29,Germany,Spain,0,1,UEFA Euro,Vienna,Austria,TRUE
2008-08-20,Denmark,Spain,0,3,Friendly,Copenhagen,Denmark,FALSE
2008-08-20,Sweden,France,2,3,Friendly,Gothenburg,Sweden,FALSE
2008-09-06,Austria,France,3,1,FIFA World Cup qualification,Vienna,Austria,FALSE
2008-09-06,Spain,Bosnia and Herzegovina,1,0,FIFA World Cup qualification,Murcia,Spain,FALSE
2008-09-10,France,Serbia,2,1,FIFA World Cup qualification,Saint-Denis,France,FALSE
2008-09-10,Spain,Armenia,4,0,FIFA World Cup qualification,Albacete,Spain,FALSE
2008-10-11,Estonia,Spain,0,3,FIFA World Cup qualification,Tallinn,Estonia,FALSE
2008-10-11,Romania,France,2,2,FIFA World Cup qualification,Constanţa,Romania,FALSE
2008-10-14,France,Tunisia,3,1,Friendly,Saint-Denis,France,FALSE
2008-10-15,Belgium,Spain,1,2,FIFA World Cup qualification,Brussels,Belgium,FALSE
2008-11-19,France,Uruguay,0,0,Friendly,Saint-Denis,France,FALSE
2008-11-19,Spain,Chile,3,0,Friendly,Villarreal,Spain,FALSE
2009-02-11,France,Argentina,0,2,Friendly,Marseille,France,FALSE
2009-02-11,Spain,England,2,0,Friendly,Seville,Spain,FALSE
2009-03-28,Lithuania,France,0,1,FIFA World Cup qualification,Kaunas,Lithuania,FALSE
2009-03-28,Spain,Turkey,1,0,FIFA World Cup qualification,Madrid,Spain,FALSE
2009-04-01,France,Lithuania,1,0,FIFA World Cup qualification,Saint-Denis,France,FALSE
2009-04-01,Turkey,Spain,1,2,FIFA World Cup qualification,Istanbul,Turkey,FALSE
2009-06-02,France,Nigeria,0,1,Friendly,Saint-Étienne,France,FALSE
2009-06-05,France,Turkey,1,0,Friendly,Lyon,France,FALSE
2009-06-09,Azerbaijan,Spain,0,6,Friendly,Baku,Azerbaijan,FALSE
2009-06-14,New Zealand,Spain,0,5,Confederations Cup,Rustenburg,South Africa,TRUE
2009-06-17,Spain,Iraq,1,0,Confederations Cup,Bloemfontein,South Africa,TRUE
2009-06-20,South Africa,Spain,0,2,Confederations Cup,Bloemfontein,South Africa,FALSE
2009-06-24,Spain,United States,0,2,Confederations Cup,Bloemfontein,South Africa,TRUE
2009-06-28,South Africa,Spain,2,3,Confederations Cup,Rustenburg,South Africa,FALSE
2009-08-12,Faroe Islands,France,0,1,FIFA World Cup qualification,Tórshavn,Faroe Islands,FALSE
2009-08-12,North Macedonia,Spain,2,3,Friendly,Skopje,North Macedonia,FALSE
2009-09-05,France,Romania,1,1,FIFA World Cup qualification,Saint-Denis,France,FALSE
2009-09-05,Spain,Belgium,5,0,FIFA World Cup qualification,A Coruña,Spain,FALSE
2009-09-09,Serbia,France,1,1,FIFA World Cup qualification,Belgrade,Serbia,FALSE
2009-09-09,Spain,Estonia,3,0,FIFA World Cup qualification,Mérida,Spain,FALSE
2009-10-10,Armenia,Spain,1,2,FIFA World Cup qualification,Yerevan,Armenia,FALSE
2009-10-10,France,Faroe Islands,5,0,FIFA World Cup qualification,Guingamp,France,FALSE
2009-10-14,Bosnia and Herzegovina,Spain,2,5,FIFA World Cup qualification,Zenica,Bosnia and Herzegovina,FALSE
2009-10-14,France,Austria,3,1,FIFA World Cup qualification,Saint-Denis,France,FALSE
2009-11-14,Republic of Ireland,France,0,1,FIFA World Cup qualification,Dublin,Republic of Ireland,FALSE
2009-11-14,Spain,Argentina,2,1,Friendly,Madrid,Spain,FALSE
2009-11-18,Austria,Spain,1,5,Friendly,Vienna,Austria,FALSE
2009-11-18,France,Republic of Ireland,1,1,FIFA World Cup qualification,Saint-Denis,France,FALSE
2010-03-03,France,Spain,0,2,Friendly,Saint-Denis,France,FALSE
2010-05-26,France,Costa Rica,2,1,Friendly,Lens,France,FALSE
2010-05-29,Spain,Saudi Arabia,3,2,Friendly,Innsbruck,Austria,TRUE
2010-05-30,Tunisia,France,1,1,Friendly,Radès,Tunisia,FALSE
2010-06-03,Spain,South Korea,1,0,Friendly,Innsbruck,Austria,TRUE
2010-06-04,France,China,0,1,Friendly,Saint-Pierre,Réunion,TRUE
2010-06-08,Spain,Poland,6,0,Friendly,Murcia,Spain,FALSE
2010-06-11,Uruguay,France,0,0,FIFA World Cup,Cape Town,South Africa,TRUE
2010-06-16,Spain,Switzerland,0,1,FIFA World Cup,Durban,South Africa,TRUE
2010-06-17,France,Mexico,0,2,FIFA World Cup,Polokwane,South Africa,TRUE
2010-06-21,Spain,Honduras,2,0,FIFA World Cup,Johannesburg,South Africa,TRUE
2010-06-22,South Africa,France,2,1,FIFA World Cup,Bloemfontein,South Africa,FALSE
2010-06-25,Chile,Spain,1,2,FIFA World Cup,Pretoria,South Africa,TRUE
2010-06-29,Spain,Portugal,1,0,FIFA World Cup,Cape Town,South Africa,TRUE
2010-07-03,Paraguay,Spain,0,1,FIFA World Cup,Johannesburg,South Africa,TRUE
2010-07-07,Germany,Spain,0,1,FIFA World Cup,Durban,South Africa,TRUE
2010-07-11,Netherlands,Spain,0,1,FIFA World Cup,Johannesburg,South Africa,TRUE
2010-08-11,Mexico,Spain,1,1,Friendly,Mexico City,Mexico,FALSE
2010-08-11,Norway,France,2,1,Friendly,Oslo,Norway,FALSE
2010-09-03,France,Belarus,0,1,UEFA Euro qualification,Saint-Denis,France,FALSE
2010-09-03,Liechtenstein,Spain,0,4,UEFA Euro qualification,Vaduz,Liechtenstein,FALSE
2010-09-07,Argentina,Spain,4,1,Friendly,Buenos Aires,Argentina,FALSE
2010-09-07,Bosnia and Herzegovina,France,0,2,UEFA Euro qualification,Sarajevo,Bosnia and Herzegovina,FALSE
2010-10-08,Spain,Lithuania,3,1,UEFA Euro qualification,Salamanca,Spain,FALSE
2010-10-09,France,Romania,2,0,UEFA Euro qualification,Saint-Denis,France,FALSE
2010-10-12,France,Luxembourg,2,0,UEFA Euro qualification,Metz,France,FALSE
2010-10-12,Scotland,Spain,2,3,UEFA Euro qualification,Glasgow,Scotland,FALSE
2010-11-17,England,France,1,2,Friendly,London,England,FALSE
2010-11-17,Portugal,Spain,4,0,Friendly,Lisbon,Portugal,FALSE
2011-02-09,France,Brazil,1,0,Friendly,Saint-Denis,France,FALSE
2011-02-09,Spain,Colombia,1,0,Friendly,Madrid,Spain,FALSE
2011-03-25,Luxembourg,France,0,2,UEFA Euro qualification,Luxembourg,Luxembourg,FALSE
2011-03-25,Spain,Czech Republic,2,1,UEFA Euro qualification,Granada,Spain,FALSE
2011-03-29,France,Croatia,0,0,Friendly,Saint-Denis,France,FALSE
2011-03-29,Lithuania,Spain,1,3,UEFA Euro qualification,Kaunas,Lithuania,FALSE
2011-06-03,Belarus,France,1,1,UEFA Euro qualification,Minsk,Belarus,FALSE
2011-06-04,United States,Spain,0,4,Friendly,Foxborough,United States,FALSE
2011-06-06,Ukraine,France,1,4,Friendly,Donetsk,Ukraine,FALSE
2011-06-07,Venezuela,Spain,0,3,Friendly,Puerto la Cruz,Venezuela,FALSE
2011-06-09,Poland,France,0,1,Friendly,Warsaw,Poland,FALSE
2011-08-10,France,Chile,1,1,Friendly,Montpellier,France,FALSE
2011-08-10,Italy,Spain,2,1,Friendly,Bari,Italy,FALSE
2011-09-02,Albania,France,1,2,UEFA Euro qualification,Tirana,Albania,FALSE
2011-09-02,Spain,Chile,3,2,Friendly,St. Gallen,Switzerland,TRUE
2011-09-06,Romania,France,0,0,UEFA Euro qualification,Bucharest,Romania,FALSE
2011-09-06,Spain,Liechtenstein,6,0,UEFA Euro qualification,Logroño,Spain,FALSE
2011-10-07,Czech Republic,Spain,0,2,UEFA Euro qualification,Prague,Czech Republic,FALSE
2011-10-07,France,Albania,3,0,UEFA Euro qualification,Saint-Denis,France,FALSE
2011-10-11,France,Bosnia and Herzegovina,1,1,UEFA Euro qualification,Saint-Denis,France,FALSE
2011-10-11,Spain,Scotland,3,1,UEFA Euro qualification,Alicante,Spain,FALSE
2011-11-11,France,United States,1,0,Friendly,Saint-Denis,France,FALSE
2011-11-12,England,Spain,1,0,Friendly,London,England,FALSE
2011-11-15,Costa Rica,Spain,2,2,Friendly,San José,Costa Rica,FALSE
2011-11-15,France,Belgium,0,0,Friendly,Saint-Denis,France,FALSE
2012-02-29,Germany,France,1,2,Friendly,Bremen,Germany,FALSE
2012-02-29,Spain,Venezuela,5,0,Friendly,Málaga,Spain,FALSE
2012-05-26,Spain,Serbia,2,0,Friendly,St. Gallen,Switzerland,TRUE
2012-05-27,France,Iceland,3,2,Friendly,Valenciennes,France,FALSE
2012-05-30,Spain,South Korea,4,1,Friendly,Bern,Switzerland,TRUE
2012-05-31,France,Serbia,2,0,Friendly,Reims,France,FALSE
2012-06-03,Spain,China,1,0,Friendly,Seville,Spain,FALSE
2012-06-05,France,Estonia,4,0,Friendly,Le Mans,France,FALSE
2012-06-10,Spain,Italy,1,1,UEFA Euro,Gdańsk,Poland,TRUE
2012-06-11,France,England,1,1,UEFA Euro,Donetsk,Ukraine,TRUE
2012-06-14,Spain,Republic of Ireland,4,0,UEFA Euro,Gdańsk,Poland,TRUE
2012-06-15,Ukraine,France,0,2,UEFA Euro,Donetsk,Ukraine,FALSE
2012-06-18,Croatia,Spain,0,1,UEFA Euro,Gdańsk,Poland,TRUE
2012-06-19,Sweden,France,2,0,UEFA Euro,Kyiv,Ukraine,TRUE
2012-06-23,Spain,France,2,0,UEFA Euro,Donetsk,Ukraine,TRUE
2012-06-27,Portugal,Spain,0,0,UEFA Euro,Donetsk,Ukraine,TRUE
2012-07-01,Spain,Italy,4,0,UEFA Euro,Kyiv,Ukraine,TRUE
2012-08-15,France,Uruguay,0,0,Friendly,Le Havre,France,FALSE
2012-08-15,Puerto Rico,Spain,1,2,Friendly,Bayamón,Puerto Rico,FALSE
2012-09-07,Finland,France,0,1,FIFA World Cup qualification,Helsinki,Finland,FALSE
2012-09-07,Spain,Saudi Arabia,5,0,Friendly,Pontevedra,Spain,FALSE
2012-09-11,France,Belarus,3,1,FIFA World Cup qualification,Saint-Denis,France,FALSE
2012-09-11,Georgia,Spain,0,1,FIFA World Cup qualification,Tbilisi,Georgia,FALSE
2012-10-12,Belarus,Spain,0,4,FIFA World Cup qualification,Minsk,Belarus,FALSE
2012-10-12,France,Japan,0,1,Friendly,Saint-Denis,France,FALSE
2012-10-16,Spain,France,1,1,FIFA World Cup qualification,Madrid,Spain,FALSE
2012-11-14,Italy,France,1,2,Friendly,Parma,Italy,FALSE
2012-11-14,Panama,Spain,1,5,Friendly,Panama City,Panama,FALSE
2013-02-06,France,Germany,1,2,Friendly,Saint-Denis,France,FALSE
2013-02-06,Spain,Uruguay,3,1,Friendly,Doha,Qatar,TRUE
2013-03-22,France,Georgia,3,1,FIFA World Cup qualification,Saint-Denis,France,FALSE
2013-03-22,Spain,Finland,1,1,FIFA World Cup qualification,Gijón,Spain,FALSE
2013-03-26,France,Spain,0,1,FIFA World Cup qualification,Saint-Denis,France,FALSE
2013-06-05,Uruguay,France,1,0,Friendly,Montevideo,Uruguay,FALSE
2013-06-08,Haiti,Spain,1,2,Friendly,Miami Gardens,United States,TRUE
2013-06-09,Brazil,France,3,0,Friendly,Porto Alegre,Brazil,FALSE
2013-06-11,Spain,Republic of Ireland,2,0,Friendly,New York,United States,TRUE
2013-06-16,Spain,Uruguay,2,1,Confederations Cup,Recife,Brazil,TRUE
2013-06-20,Spain,Tahiti,10,0,Confederations Cup,Rio de Janeiro,Brazil,TRUE
2013-06-23,Nigeria,Spain,0,3,Confederations Cup,Fortaleza,Brazil,TRUE
2013-06-27,Spain,Italy,0,0,Confederations Cup,Fortaleza,Brazil,TRUE
2013-06-30,Brazil,Spain,3,0,Confederations Cup,Rio de Janeiro,Brazil,FALSE
2013-08-14,Belgium,France,0,0,Friendly,Brussels,Belgium,FALSE
2013-08-14,Ecuador,Spain,0,2,Friendly,Guayaquil,Ecuador,FALSE
2013-09-06,Finland,Spain,0,2,FIFA World Cup qualification,Helsinki,Finland,FALSE
2013-09-06,Georgia,France,0,0,FIFA World Cup qualification,Tbilisi,Georgia,FALSE
2013-09-10,Belarus,France,2,4,FIFA World Cup qualification,Homel,Belarus,FALSE
2013-09-10,Spain,Chile,2,2,Friendly,Geneva,Switzerland,TRUE
2013-10-11,France,Australia,6,0,Friendly,Saint-Denis,France,FALSE
2013-10-11,Spain,Belarus,2,1,FIFA World Cup qualification,Palma de Mallorca,Spain,FALSE
2013-10-15,France,Finland,3,0,FIFA World Cup qualification,Saint-Denis,France,FALSE
2013-10-15,Spain,Georgia,2,0,FIFA World Cup qualification,Albacete,Spain,FALSE
2013-11-15,Ukraine,France,2,0,FIFA World Cup qualification,Kyiv,Ukraine,FALSE
2013-11-16,Equatorial Guinea,Spain,1,2,Friendly,Malabo,Equatorial Guinea,FALSE
2013-11-19,France,Ukraine,3,0,FIFA World Cup qualification,Saint-Denis,France,FALSE
2013-11-19,South Africa,Spain,1,0,Friendly,Johannesburg,South Africa,FALSE
2014-03-05,France,Netherlands,2,0,Friendly,Saint-Denis,France,FALSE
2014-03-05,Spain,Italy,1,0,Friendly,Madrid,Spain,FALSE
2014-05-27,France,Norway,4,0,Friendly,Saint-Denis,France,FALSE
2014-05-30,Spain,Bolivia,2,0,Friendly,Seville,Spain,FALSE
2014-06-01,France,Paraguay,1,1,Friendly,Nice,France,FALSE
2014-06-07,El Salvador,Spain,0,2,Friendly,Landover,United States,TRUE
2014-06-08,France,Jamaica,8,0,Friendly,Villeneuve-d'Ascq,France,FALSE
2014-06-13,Spain,Netherlands,1,5,FIFA World Cup,Salvador,Brazil,TRUE
2014-06-15,France,Honduras,3,0,FIFA World Cup,Porto Alegre,Brazil,TRUE
2014-06-18,Spain,Chile,0,2,FIFA World Cup,Rio de Janeiro,Brazil,TRUE
2014-06-20,Switzerland,France,2,5,FIFA World Cup,Salvador,Brazil,TRUE
2014-06-23,Australia,Spain,0,3,FIFA World Cup,Curitiba,Brazil,TRUE
